attachment	filename	page	name	url	size	mime	magic
374415	ct600b-2012.pdf	corporation-tax-controlled-foreign-companies-and-bank-levy-ct600b-2012-version-2	Controlled foreign companies (and bank levy) (CT600B (2012) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374415/ct600b-2012.pdf	54832	application/pdf	PDF document, version 1.6
374416	ct600a-2006.pdf	corporation-tax-loans-to-participators-by-close-companies-ct600a-2006-version-2	Loans to participators by close companies (CT600A (2006) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374416/ct600a-2006.pdf	38790	application/pdf	PDF document, version 1.3
374417	ct600c-2006.pdf	corporation-tax-group-and-consortium-ct600c-2006-version-2	Group and consortium (CT600C (2006) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374417/ct600c-2006.pdf	28471	application/pdf	PDF document, version 1.3
374418	ct600-short-2007.pdf	corporation-tax-short-companytax-return-ct600-short-2007-version-2	Short Company Tax Return (CT600 (Short) (2007) (version 2))	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374418/ct600-short-2007.pdf	241563	application/pdf	PDF document, version 1.3
374419	ct600-short-2008.pdf	corporation-tax-short-company-tax-return-ct600-short-2008-version-2	Short Company Tax Return (CT600 (Short) (2008) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374419/ct600-short-2008.pdf	88846	application/pdf	PDF document, version 1.3
374420	ct600-2008.pdf	corporation-tax-company-tax-return-ct600-2008-version-2	Company Tax Return (CT600 (2008) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374420/ct600-2008.pdf	48008	application/pdf	PDF document, version 1.3
374422	ct600d-2006.pdf	corporation-tax-insurance-ct600d-2006-version-2	Insurance (CT600D (2006) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374422/ct600d-2006.pdf	25126	application/pdf	PDF document, version 1.3
374423	ct600j.pdf	corporation-tax-disclosure-of-tax-avoidance-schemes-ct600j-2011-version-2	Disclosure of tax avoidance schemes (CT600J (2011) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374423/ct600j.pdf	88178	application/pdf	PDF document, version 1.6
374424	ct600-2007.pdf	corporation-tax-company-tax-return-ct600-2007-version-2	Company Tax Return (CT600 (2007) (version 2))	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374424/ct600-2007.pdf	134154	application/pdf	PDF document, version 1.3
374426	ct600g-2006.pdf	corporation-tax-corporate-venturing-scheme-ct600g-2006-version-2	Corporate Venturing Scheme (CT600G (2006) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374426/ct600g-2006.pdf	25940	application/pdf	PDF document, version 1.3
374427	ct600f-2006.pdf	corporation-tax-tonnage-tax-ct600f-2006-version-2	Tonnage Tax (CT600F (2006) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374427/ct600f-2006.pdf	26377	application/pdf	PDF document, version 1.3
374428	ct600h-2006.pdf	corporation-tax-cross-border-royalties-ct600h-2006-version-2	Cross-border royalties (CT600H (2006) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374428/ct600h-2006.pdf	21914	application/pdf	PDF document, version 1.3
374429	ct600i-2012.pdf	corporation-tax-supplementary-charge-in-respect-of-ring-fence-trades-ct600i-2012-version-2	Supplementary charge in respect of ring fence trades (CT600I (2012) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374429/ct600i-2012.pdf	136996	application/pdf	PDF document, version 1.6
374430	ct600e-2006.pdf	corporation-tax-charity-and-community-amateur-sports-clubs-ct600e-2006-version-2	Charity and Community Amateur Sports Clubs (CT600E (2006) Version 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374430/ct600e-2006.pdf	28318	application/pdf	PDF document, version 1.3
374431	ct41g.pdf	corporation-tax-details-of-clubs-societies-voluntary-associations-and-other-similar-bodies-ct41g-clubs	Details of clubs, societies, voluntary associations and other similar bodies (CT41G (Clubs))	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374431/ct41g.pdf	533666	application/pdf	PDF document, version 1.5
374434	ct600-budget-2007.pdf	corporation-tax-2007-budget-changes-ct600-budget-insert	2007 Budget Changes (CT600 Budget Insert (2007))	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374434/ct600-budget-2007.pdf	448058	application/pdf	PDF document, version 1.3
374446	disincorporation-relief-claim.pdf	corporation-tax-disincorporation-relief-claim-form	Disincorporation Relief claim form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374446/disincorporation-relief-claim.pdf	315850	application/pdf	PDF document, version 1.7
374452	ds4.pdf	alcohol-duties-application-to-amend-duty-stamps-registration-details-ds4	Duty Stamps: apply by post to amend registration details (DS4)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374452/ds4.pdf	56956	application/pdf	PDF document, version 1.6
374453	ds1.pdf	alcohol-duties-duty-stamps-application-for-registration-ds1	Apply by post	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374453/ds1.pdf	56636	application/pdf	PDF document, version 1.6
374454	ds1-notes.pdf	alcohol-duties-duty-stamps-application-for-registration-ds1	Notes to help you fill in the form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374454/ds1-notes.pdf	72595	application/pdf	PDF document, version 1.6
374455	fbi2.pdf	tax-agents-and-advisers-authorising-an-agent-to-use-payecis-online-services-internet-fbi-2	Authorising your agent to use PAYE/CIS online services (internet) (FBI 2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374455/fbi2.pdf	54399	application/pdf	PDF document, version 1.4
374460	cis132.pdf	construction-industry-scheme-record-of-amounts-set-off-cis132	Record of amounts set off (CIS132)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374460/cis132.pdf	73980	application/pdf	PDF document, version 1.6
374469	cis324_finalversion.pdf	construction-industry-scheme-partnership-authorisation-of-disclosure-cis324	Partnership - authorisation of disclosure	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374469/cis324_finalversion.pdf	77891	application/pdf	PDF document, version 1.4
374473	cis325.pdf	construction-industry-scheme-company-authorisation-of-disclosure-cis325	Company - authorisation of disclosure (CIS325)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374473/cis325.pdf	197493	application/pdf	PDF document, version 1.4
374476	cisc5v1_0.pdf	collective-investment-schemes-genuine-diversity-of-ownership-clearance-cisc5	Authorised Investment Funds: genuine diversity of ownership clearance application (CISC5)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374476/cisc5v1_0.pdf	514956	application/pdf	PDF document, version 1.6
374477	cisc3v1_0.pdf	collective-investment-schemes-offshore-funds-application-for-distributing-fund-status-cisc3	Offshore funds: application for distributing fund status (CISC3)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374477/cisc3v1_0.pdf	515275	application/pdf	PDF document, version 1.6
374483	r105-aif4.pdf	authorised-investment-funds-interest-distributions-to-trustees-r105-aif4	Interest distributions to trustees (R105 (AIF4)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374483/r105-aif4.pdf	204429	application/pdf	PDF document, version 1.6
374484	r105-aif2.pdf	authorised-investment-funds-interest-distributions-and-personal-representatives-r105-aif2	Interest distributions and personal representatives (R105 AIF2)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374484/r105-aif2.pdf	206679	application/pdf	PDF document, version 1.6
374489	mlr101.pdf	money-laundering-regulations-application-for-fit-and-proper-test-mlr101	Money Laundering Regulations (MLR) Application for Fit and Proper test	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374489/mlr101.pdf	231307	application/pdf	PDF document, version 1.7
374493	form-aag4sdlt.pdf	tax-avoidance-schemes-stamp-duty-land-tax-scheme-reference-number-aag4-sdlt	Let HMRC know your scheme reference number by postal form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374493/form-aag4sdlt.pdf	70105	application/pdf	PDF document, version 1.4
374494	bearer-instrument1.pdf	sdlt-stamp-duty-bearer-instrument-1-stamps-b11	Stamp Duty bearer instrument (Stamps BI 1)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374494/bearer-instrument1.pdf	930429	application/pdf	PDF document, version 1.3
374498	aag4net.pdf	tax-avoidance-schemes-notification-of-scheme-reference-number-by-scheme-user-aag4	Disclosure of avoidance scheme - notification of scheme reference number by scheme user (AAG4)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374498/aag4net.pdf	48726	application/pdf	PDF document, version 1.5
374499	aag5-consheet-net.pdf	tax-avoidance-schemes-disclosure-of-avoidance-scheme-continuation-sheet-aag5	Disclosure of avoidance scheme (continuation sheet) (AAG5)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374499/aag5-consheet-net.pdf	13084	application/pdf	PDF document, version 1.6
374500	aag4-ated.pdf	tax-avoidance-schemes-disclosure-of-ated-scheme-reference-number-aag4ated	Let HMRC know your avoidance scheme number by postal form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374500/aag4-ated.pdf	1118293	application/pdf	PDF document, version 1.3
374541	CHDcreditAccApplic.pdf	apply-for-a-companies-house-direct-account	Application to open a Companies House Direct credit account	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374541/CHDcreditAccApplic.pdf	407593	application/pdf	PDF document, version 1.6
374794	crm15-cym.pdf	asiantaeth-cymorth-cyfreithiol-ffurflenni-cymraeg-welsh-forms	CRM 15	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374794/crm15-cym.pdf	217583	application/pdf	PDF document, version 1.7
374795	crm15c-cym.pdf	asiantaeth-cymorth-cyfreithiol-ffurflenni-cymraeg-welsh-forms	CRM 15c	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374795/crm15c-cym.pdf	164103	application/pdf	PDF document, version 1.7
374796	crm16-cym.pdf	asiantaeth-cymorth-cyfreithiol-ffurflenni-cymraeg-welsh-forms	CRM 16	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/374796/crm16-cym.pdf	155536	application/pdf	PDF document, version 1.7
375177	legal-ad-crm15.pdf	criminal-legal-aid-application-forms	Financial statement, client employment status - CRM15 (supports CRM14)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375177/legal-ad-crm15.pdf	459332	application/pdf	PDF document, version 1.7
375178	legal-aid-crm15c.pdf	criminal-legal-aid-application-forms	Continuation of CRM15 - CRM15c	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375178/legal-aid-crm15c.pdf	271003	application/pdf	PDF document, version 1.7
375181	legal-aid-crm16.pdf	crm16-review-on-the-grounds-of-hardship	CRM16: application for a review of legal aid in criminal proceedings on the grounds of hardship	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375181/legal-aid-crm16.pdf	283619	application/pdf	PDF document, version 1.7
375272	legal-aid-declaration-criminal-online.pdf	criminal-legal-aid-application-forms	Declaration for online submissions if using CRM14 eForm	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375272/legal-aid-declaration-criminal-online.pdf	87755	application/pdf	PDF document, version 1.5
375294	IHT100.pdf	inheritance-tax-inheritance-tax-account-iht100	Inheritance Tax account (IHT100): complete on screen	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375294/IHT100.pdf	234568	application/pdf	PDF document, version 1.6
375296	IHT100a.pdf	inheritance-tax-gifts-and-other-transfers-of-value-iht100a	Inheritance Tax: gifts and other transfers of value (IHT100a)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375296/IHT100a.pdf	99410	application/pdf	PDF document, version 1.6
375301	IHT100b.pdf	inheritance-tax-termination-of-an-interest-in-possession-iht100b	Inheritance Tax: termination of an interest in possession (IHT100b)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375301/IHT100b.pdf	100556	application/pdf	PDF document, version 1.6
375307	IHT100c.pdf	inheritance-tax-assets-ceasing-to-be-held-on-discretionary-trusts-proportionate-charge-iht100c	Inheritance Tax: assets ceasing to be held on discretionary trusts - proportionate charge (IHT100c)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375307/IHT100c.pdf	131812	application/pdf	PDF document, version 1.6
375309	IHT100d.pdf	inheritance-tax-non-interest-in-possession-settlements-principal-charge-ten-year-anniversary-iht100d	Inheritance Tax: non interest in possession settlements - principal charge (10 year anniversary) (IHT100d)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375309/IHT100d.pdf	105487	application/pdf	PDF document, version 1.6
375312	IHT100e.pdf	inheritance-tax-charges-on-special-trusts-iht100e	Inheritance Tax: charges on special trusts (IHT100e)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375312/IHT100e.pdf	53496	application/pdf	PDF document, version 1.6
375317	IHT100f.pdf	inheritance-tax-cessation-of-conditional-exemption-disposal-of-timber-or-underwood-iht100f	Inheritance Tax: cessation of conditional exemption - disposal of timber or underwood (IHT100f)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375317/IHT100f.pdf	72972	application/pdf	PDF document, version 1.6
375322	IHT100g.pdf	inheritance-tax-alternatively-secured-pension-chargeable-event-iht100g	Inheritance Tax: alternatively secured pension chargeable event (IHT100g)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375322/IHT100g.pdf	103632	application/pdf	PDF document, version 1.6
375337	IHT110.pdf	inheritance-tax-inheritance-tax-account-iht100	How to fill in form IHT100 (IHT110)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375337/IHT110.pdf	449802	application/pdf	PDF document, version 1.6
375338	IHT113.pdf	inheritance-tax-inheritance-tax-account-iht100	How to fill in form IHT100WS (IHT113)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375338/IHT113.pdf	252603	application/pdf	PDF document, version 1.6
375344	D36.pdf	inheritance-tax-land-buildings-and-interests-in-land-d36	Inheritance Tax: land, buildings and interests in land (D36)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375344/D36.pdf	531203	application/pdf	PDF document, version 1.6
375348	D39.pdf	inheritance-tax-foreign-assets-d39	Inheritance Tax: foreign assets (D39)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375348/D39.pdf	532560	application/pdf	PDF document, version 1.6
375381	cis301.pdf	construction-industry-scheme-individual-registration-for-payment-under-deduction-cis301	Individual registration for payment under deduction (CIS301)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375381/cis301.pdf	53411	application/pdf	PDF document, version 1.6
375386	ca72b.pdf	national-insurance-application-for-deferment-of-class-2-and-or-class-4-contributions-ca72b	Application for deferment of Class 2 and or Class 4 National Insurance contributions (CA72B)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375386/ca72b.pdf	101554	application/pdf	PDF document, version 1.6
375454	cis-payment-deduction-statement.pdf	construction-industry-scheme-payment-and-deduction-certificate	Payment and deduction statement	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375454/cis-payment-deduction-statement.pdf	27935	application/pdf	PDF document, version 1.4
375505	cf411a-notes.pdf	national-insurance-credits-for-parents-and-carers-cf411a	Notes on how to apply or transfer credits for parents and carers	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375505/cf411a-notes.pdf	48804	application/pdf	PDF document, version 1.6
375550	sitr.pdf	social-investment-tax-relief-compliance-statement-sitr2014	Social Investment Tax Relief compliance statement (SITR(2014))	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375550/sitr.pdf	346736	application/pdf	PDF document, version 1.6
375551	sitr-notes.pdf	social-investment-tax-relief-compliance-statement-sitr2014	Notes for Social Investment Tax Relief compliance statement (SITR(2014) notes)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375551/sitr-notes.pdf	33927	application/pdf	PDF document, version 1.6
375565	PSN_Incident_Reporting_form.odt	public-services-network-psn-incident-reporting-form	PSN incident reporting form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375565/PSN_Incident_Reporting_form.odt	51179	application/vnd.oasis.opendocument.text	OpenDocument Text
375745	D32.pdf	inheritance-tax-stocks-and-shares-d32	Stocks and shares (D32)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/375745/D32.pdf	542250	application/pdf	PDF document, version 1.6
376002	Notification_form_for_providers_of_adoption_support_agencies.pdf	notify-ofsted-of-an-incident-form-for-childrens-social-care-providers	Notification form for providers of adoption support agencies	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376002/Notification_form_for_providers_of_adoption_support_agencies.pdf	187750	application/pdf	PDF document, version 1.5
376005	Notification_form_for_providers_of_voluntary_adoption_agencies.pdf	notify-ofsted-of-an-incident-form-for-childrens-social-care-providers	Notification form for providers of voluntary adoption agencies	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376005/Notification_form_for_providers_of_voluntary_adoption_agencies.pdf	194841	application/pdf	PDF document, version 1.5
376041	Renewals_application_form.pdf	renewal-form-human-medicine-marketing-authorisation	renewal application form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376041/Renewals_application_form.pdf	42708	application/pdf	PDF document, version 1.5
376165	cash-xfer-form.pdf	tax-on-savings-cash-isa-transfer-history-form	Cash ISA transfer history form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376165/cash-xfer-form.pdf	49288	application/pdf	PDF document, version 1.6
376169	stocks-shares.pdf	tax-on-savings-stocks-and-shares-isa-transfer-history-form	Stocks and shares ISA transfer history form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376169/stocks-shares.pdf	29803	application/pdf	PDF document, version 1.5
376384	iva-declaration-form-seat-belt-anchorage-compliance-iva-19a-b.doc	iva-declaration-form-for-seat-belt-anchorage-compliance-iva-19a-and-19b	IVA declaration form for seat belt anchorage compliance	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376384/iva-declaration-form-seat-belt-anchorage-compliance-iva-19a-b.doc	909312	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.2, Code page: 1252, Title: Evidence of Compliance for Seat Belt Anchorages, Subject: M passenger vehicles subject to modification/conversion, Author: Nigel Maden & Helen Ansell, Keywords: COMPLIANCE, SEAT BELT ANCHORAGES, PASSENGER VEHICLES, M VEHICLES, DECLARATION, COMPLIANCE, COMPATIBILITY, INSTALLATION DECLARATION, Template: Normal, Last Saved By: 34915q, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 07:00, Last Printed: Tue May 31 13:16:00 2011, Create Time/Date: Tue Nov 18 16:11:00 2014, Last Saved Time/Date: Tue Nov 18 16:11:00 2014, Number of Pages: 1, Number of Words: 1590, Number of Characters: 9065, Security: 0
376458	Project_Concept_Bid_Form_2015-16.doc	project-proposal-for-prosperity-fund-india-programme-concept-bidding-form-and-guidance-for-completion	Concept bidding form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376458/Project_Concept_Bid_Form_2015-16.doc	53248	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: new project proposal form Oct 12, Author: nhearn, Template: Normal, Last Saved By: ggurung, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Last Printed: Mon Dec 31 10:18:00 2012, Create Time/Date: Tue Nov 18 11:17:00 2014, Last Saved Time/Date: Tue Nov 18 11:17:00 2014, Number of Pages: 3, Number of Words: 397, Number of Characters: 2266, Security: 0
376459	Project_Proposal_Form_Guidance_for_Completion_2015-16.pdf	project-proposal-for-prosperity-fund-india-programme-concept-bidding-form-and-guidance-for-completion	Project Proposal Form: Guidance for Completion	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376459/Project_Proposal_Form_Guidance_for_Completion_2015-16.pdf	378152	application/pdf	PDF document, version 1.5
376528	V940_111114.pdf	v940-application-to-register-as-a-number-plate-supplier	V940 - application to register as a number plate supplier	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376528/V940_111114.pdf	127146	application/pdf	PDF document, version 1.5
376663	20141117-AFPS-ns-Form_4.pdf	service-personnel-and-veterans-agency-spva-pensions-forms	In-scheme AVCs authorisation and disclaimer by member (AFPS 75) (Form 4)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376663/20141117-AFPS-ns-Form_4.pdf	137664	application/pdf	PDF document, version 1.6
376664	20141117-AFPS_Form_5.pdf	service-personnel-and-veterans-agency-spva-pensions-forms	AVCs added years authorisation and disclaimer by member (AFPS 75/05) (Form 5)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/376664/20141117-AFPS_Form_5.pdf	118390	application/pdf	PDF document, version 1.6
377240	sa100_2013-2014_.pdf	self-assessment-tax-return-sa100	Tax Return (2014)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/377240/sa100_2013-2014_.pdf	514580	application/pdf	PDF document, version 1.6
377395	Communiqu__de_press.docx	the-investigative-journalism-award-2014-is-now-open	Communiqué de press	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/377395/Communiqu__de_press.docx	137806	application/vnd.openxmlformats-officedocument.wordprocessingml.document	Microsoft Word 2007+
377396	Investigative_Award_Press_Release.docx	the-investigative-journalism-award-2014-is-now-open	Investigative Journalism Award Press Release	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/377396/Investigative_Award_Press_Release.docx	141853	application/vnd.openxmlformats-officedocument.wordprocessingml.document	Microsoft Word 2007+
377597	Blood_establishment_authorisation_application_form.pdf	blood-establishment-authorisation-application-form	Blood establishment authorisation application form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/377597/Blood_establishment_authorisation_application_form.pdf	517210	application/pdf	PDF document, version 1.4
377598	Guidance_notes_for_blood_establishment_authorisation_applications.pdf	blood-establishment-authorisation-application-form	Guidance on completing the blood establishment authorisation application form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/377598/Guidance_notes_for_blood_establishment_authorisation_applications.pdf	594870	application/pdf	PDF document, version 1.4
377638	ca72b-notes-14-15.pdf	national-insurance-application-for-deferment-of-class-2-and-or-class-4-contributions-ca72b	Guidance notes for form CA72B for 6 April 2014 to 5 April 2015 (CA72B Notes)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/377638/ca72b-notes-14-15.pdf	219270	application/pdf	PDF document, version 1.6
377700	msf_4735_application_to_register__bareboat_charter_ship_rev_11_14.pdf	owner-eligibility-to-register-a-bareboat-charter-msf-4735	Declaration of eligibility to register a bareboat charter ship (MSF 4735)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/377700/msf_4735_application_to_register__bareboat_charter_ship_rev_11_14.pdf	47277	application/pdf	PDF document, version 1.5
378080	FSP_project_idea_form_1516_prog.doc	fisheries-science-partnership-fsp-project-idea-2015-to-2016	Fisheries Science Partnership (FSP) Project idea form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/378080/FSP_project_idea_form_1516_prog.doc	67072	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Title: FSP PROJECT PROPOSAL FORM, Author: User, Template: Normal, Last Saved By: MJF00, Revision Number: 23, Name of Creating Application: Microsoft Office Word, Total Editing Time: 48:00, Last Printed: Wed Nov 23 14:36:00 2011, Create Time/Date: Wed Nov 23 14:36:00 2011, Last Saved Time/Date: Mon Nov 24 09:00:00 2014, Number of Pages: 3, Number of Words: 562, Number of Characters: 3208, Security: 0
378469	accreditation_scheme_application_form.pdf	application-to-join-civil-penalty-accreditation-scheme	Civil penalty accreditation scheme application form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/378469/accreditation_scheme_application_form.pdf	47738	application/pdf	PDF document, version 1.5
379413	Parent_20View_20poster.pdf	parent-view-poster-and-leaflet	Parent View poster	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/379413/Parent_20View_20poster.pdf	1552097	application/pdf	PDF document, version 1.4
379414	Parent_20View_20leaflet.pdf	parent-view-poster-and-leaflet	Parent View leaflet	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/379414/Parent_20View_20leaflet.pdf	273790	application/pdf	PDF document, version 1.5
379421	NMS_20check_20sheet_20for_20material_20change_20inspection_20of_20boarding_20in_20an_20independent_20school_20-_20welfare_20only.doc	national-minimum-standards-check-sheet-for-a-material-change-inspection-of-an-independent-school	NMS check sheet for material change inspection of boarding in an independent school - welfare only	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/379421/NMS_20check_20sheet_20for_20material_20change_20inspection_20of_20boarding_20in_20an_20independent_20school_20-_20welfare_20only.doc	526336	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Template: Normal.dotm, Revision Number: 1, Name of Creating Application: Microsoft Office Word, Create Time/Date: Fri Apr  5 11:38:00 2013, Last Saved Time/Date: Fri Apr  5 11:39:00 2013, Number of Pages: 17, Number of Words: 2747, Number of Characters: 15658, Security: 0
379422	NMS_20check_20sheet_20for_20material_20change_20inspection_20of_20boarding_20in_20an_20independent_20school_20-_20welfare_20only.pdf	national-minimum-standards-check-sheet-for-a-material-change-inspection-of-an-independent-school	NMS check sheet for material change inspection of boarding in an independent school - welfare only	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/379422/NMS_20check_20sheet_20for_20material_20change_20inspection_20of_20boarding_20in_20an_20independent_20school_20-_20welfare_20only.pdf	274481	application/pdf	PDF document, version 1.5
379883	Childcare_20providers_20on_20domestic_20premises_20consent_20form.doc	publishing-contact-details-for-childcare-providers-on-domestic-premises-on-the-ofsted-website-consent-form-and-qa	Childcare providers on domestic premises consent form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/379883/Childcare_20providers_20on_20domestic_20premises_20consent_20form.doc	389120	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Title: Ofsted publication, Author: Nikki Blemings, Template: Template_summ_copy_cont.dot, Last Saved By: Andrzej Kuras, Revision Number: 3, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Last Printed: Thu Nov 15 14:39:00 2012, Create Time/Date: Thu Nov 15 14:40:00 2012, Last Saved Time/Date: Thu Nov 15 14:41:00 2012, Number of Pages: 1, Number of Words: 152, Number of Characters: 873, Security: 0
379884	Childcare_20providers_20on_20domestic_20premises_20consent_20letter.doc	publishing-contact-details-for-childcare-providers-on-domestic-premises-on-the-ofsted-website-consent-form-and-qa	Childcare providers on domestic premises consent letter	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/379884/Childcare_20providers_20on_20domestic_20premises_20consent_20letter.doc	200192	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Title: Bolton CS assessment letter 2011, Author: cswain1, Template: standard_letterhead colour_template.dot, Last Saved By: Alex Magloire, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Last Printed: Fri Jun 17 10:14:00 2011, Create Time/Date: Thu Nov 15 14:51:00 2012, Last Saved Time/Date: Thu Nov 15 14:51:00 2012, Number of Pages: 1, Number of Words: 742, Number of Characters: 4232, Security: 0
