page	timestamp	text
application-for-endorsement-for-tier-1-exceptional-talent-visa	2015-11-27T14:33:42.000+00:00	Application to competent body: sciences updated
application-for-endorsement-for-tier-1-exceptional-talent-visa	2015-11-25T13:42:19.000+00:00	Updated form for use on or after 19 November.
application-for-endorsement-for-tier-1-exceptional-talent-visa	2015-11-19T00:00:19.000+00:00	Updated documents
application-for-endorsement-for-tier-1-exceptional-talent-visa	2015-09-04T12:44:23.000+01:00	Application to competent body update.
application-for-endorsement-for-tier-1-exceptional-talent-visa	2015-08-28T12:06:38.000+01:00	Updated codes of practice for competent bodies: Tier 1 (Exceptional Talent)guidance.
application-for-endorsement-for-tier-1-exceptional-talent-visa	2015-08-14T00:00:25.000+01:00	Updated form published for use on or after 14 August 2015.
application-for-endorsement-for-tier-1-exceptional-talent-visa	2015-04-06T00:15:40.000+01:00	New versions published for use on or after 6 April 2015.
application-for-endorsement-for-tier-1-exceptional-talent-visa	2014-11-17T16:57:40.000+00:00	Updated application to competent body: arts form.
application-for-endorsement-for-tier-1-exceptional-talent-visa	2014-11-06T00:00:06.000+00:00	Updated documents.
application-for-endorsement-for-tier-1-exceptional-talent-visa	2014-04-06T00:17:15.000+01:00	Updates to forms and new form and guidance.
application-for-endorsement-for-tier-1-exceptional-talent-visa	2013-12-01T00:00:00.000+00:00	First published.
independent-examiners-report-template-sorp-frs-102	2016-09-09T00:00:00.000+00:00	Published
basic-payment-scheme-bp5-application-form-and-continuation-booklets	2015-04-20T16:14:52.000+01:00	Small update to the declaration section.
basic-payment-scheme-bp5-application-form-and-continuation-booklets	2015-04-12T11:35:00.000+01:00	First published.
application-for-uk-visa-family-joining-refugee-form-appendix-4-vaf4a	2012-07-01T00:00:00.000+00:00	Published
application-to-register-as-british-citizen-form-em	2016-01-11T12:02:48.000+00:00	Updated guide.
application-to-register-as-british-citizen-form-em	2015-10-01T12:34:50.000+01:00	Updated guide.
application-to-register-as-british-citizen-form-em	2007-11-29T00:00:00.000+00:00	First published.
application-to-register-as-a-british-citizen-form-s2	2016-01-08T16:38:51.000+00:00	Updated guidance.
application-to-register-as-a-british-citizen-form-s2	2015-08-19T14:21:35.000+01:00	Updated form.
application-to-register-as-a-british-citizen-form-s2	2008-04-01T01:00:00.000+01:00	First published.
adoption-certificate-application-form	2012-10-22T00:00:00.000+00:00	Published
self-assessment-register-a-partner-for-self-assessment-if-theyre-not-an-individual-sa402	2016-04-06T00:31:10.000+01:00	Rates, allowances and duties have been updated for the tax year 2016 to 2017.
self-assessment-register-a-partner-for-self-assessment-if-theyre-not-an-individual-sa402	2016-01-11T15:13:31.000+00:00	An online service is now available.
self-assessment-register-a-partner-for-self-assessment-if-theyre-not-an-individual-sa402	2015-05-15T10:22:52.000+01:00	Welsh version of SA402 added to the page.
self-assessment-register-a-partner-for-self-assessment-if-theyre-not-an-individual-sa402	2014-07-15T01:00:00.000+01:00	First published.
vtl318-trade-licence-reminder-application-form	2017-04-27T14:51:03.000+01:00	PDF updated
vtl318-trade-licence-reminder-application-form	2016-08-09T11:37:00.000+01:00	First published.
support-for-a-child-conceived-without-your-consent	2017-04-21T09:30:13.000+01:00	Added Welsh versions of the form and guidance.
support-for-a-child-conceived-without-your-consent	2017-04-07T13:01:09.000+01:00	Removed Dogs Trust Freedom Project form list of third party professionals.
support-for-a-child-conceived-without-your-consent	2017-04-06T00:15:00.000+01:00	First published.
legal-aid-exceptional-case-funding-form-and-guidance	2017-04-01T00:30:00.000+01:00	CIV ECF1 form updated.
legal-aid-exceptional-case-funding-form-and-guidance	2016-07-22T15:38:36.000+01:00	'Exceptional cases funding – provider pack' replaced.
legal-aid-exceptional-case-funding-form-and-guidance	2015-11-12T11:46:44.000+00:00	ECF form and provider information pack updated.
legal-aid-exceptional-case-funding-form-and-guidance	2015-07-15T16:49:53.000+01:00	Post-judgment notice to Director of Legal Aid Casework (LAC): IS v Director of LAC and Lord Chancellor: ECF Guidance (non-inquests)
legal-aid-exceptional-case-funding-form-and-guidance	2015-06-09T10:42:17.000+01:00	Updated Lord Chancellor funding guidance (non-inquests) published 9 June 2015
legal-aid-exceptional-case-funding-form-and-guidance	2014-09-18T11:18:34.000+01:00	Added notice to Director of Legal Aid Casework
legal-aid-exceptional-case-funding-form-and-guidance	2014-06-01T00:00:00.000+01:00	First published.
withdraw-a-striking-off-application-by-company-ds02	2015-03-06T07:51:32.000+00:00	Online option added
withdraw-a-striking-off-application-by-company-ds02	2014-09-24T12:52:00.000+01:00	First published.
application-for-an-adopted-person-to-apply-for-entry-onto-part-1-of-the-adoption-contact-register	2012-10-01T00:00:00.000+00:00	Published
asset-valuation-request-for-a-share-valuation-val231	2013-05-17T00:00:00.000+00:00	Published
application-or-access-to-birth-records	2014-09-09T14:13:53.000+01:00	Updated guidance
application-or-access-to-birth-records	2014-09-01T14:51:18.000+01:00	Updated form and guidance notes
application-or-access-to-birth-records	2013-04-01T01:00:00.000+01:00	First published.
wild-birds-licence-to-take-or-kill-to-prevent-damage-or-disease	2017-01-01T00:15:51.000+00:00	Replaced licence with new version issued 1 January 2017
wild-birds-licence-to-take-or-kill-to-prevent-damage-or-disease	2016-01-01T00:00:11.000+00:00	Replaced licence with new version issued 1 January 2016
wild-birds-licence-to-take-or-kill-to-prevent-damage-or-disease	2015-01-09T14:26:17.000+00:00	terms and conditions updated for clarity
wild-birds-licence-to-take-or-kill-to-prevent-damage-or-disease	2015-01-01T00:00:00.000+00:00	First published.
early-years-pupil-premium-model-document-and-letter-for-parents	2015-08-10T15:03:47.000+01:00	Updated model form to clarify the way eligibility works with tax credits.
early-years-pupil-premium-model-document-and-letter-for-parents	2015-07-21T13:00:29.000+01:00	Updated the form's eligibility criteria for looked-after children and the section on how the form will be used.
early-years-pupil-premium-model-document-and-letter-for-parents	2015-02-20T16:43:38.000+00:00	Updated both documents to include a section for adoptive parents and children’s legal guardians.
early-years-pupil-premium-model-document-and-letter-for-parents	2015-02-10T11:53:00.000+00:00	First published.
self-assessment-ministers-of-religion-sa102m	2017-04-06T00:15:43.000+01:00	The form and notes have been added for tax year 2016 to 2017.
self-assessment-ministers-of-religion-sa102m	2016-04-06T00:15:17.000+01:00	Rates, allowances and duties have been updated for the tax year 2016 to 2017.
self-assessment-ministers-of-religion-sa102m	2016-01-22T11:33:08.000+00:00	New PDF's uploaded for SA102(M) Notes 2012 to 2013 version and 2013 to 2014 version due to text amendments.
self-assessment-ministers-of-religion-sa102m	2015-04-06T00:30:29.000+01:00	The 2015 to 2016 form has been added to this page.
self-assessment-ministers-of-religion-sa102m	2014-04-04T01:00:00.000+01:00	Added translation
application-to-register-as-a-british-citizen-form-bos	2015-12-04T16:26:07.000+00:00	Updated guidance.
application-to-register-as-a-british-citizen-form-bos	2015-05-01T15:51:53.000+01:00	Revised guide with biometric details and where to send applications
application-to-register-as-a-british-citizen-form-bos	2015-03-26T11:52:23.000+00:00	Updated guidance and form
application-to-register-as-a-british-citizen-form-bos	2010-06-01T01:00:00.000+01:00	First published.
application-to-register-as-a-british-citizen-form-bota	2015-11-10T14:24:44.000+00:00	Updated guide.
application-to-register-as-a-british-citizen-form-bota	2015-05-01T15:53:12.000+01:00	Revised guide with more information about biometric details and where to send applications
application-to-register-as-a-british-citizen-form-bota	2015-03-26T11:52:25.000+00:00	Updated guidance and form
application-to-register-as-a-british-citizen-form-bota	2014-02-13T12:22:38.000+00:00	updated
application-to-register-as-a-british-citizen-form-bota	2010-06-01T01:00:00.000+01:00	First published.
give-notice-of-a-special-written-or-ordinary-resolution	2014-11-13T00:00:00.000+00:00	Published
apply-for-rectification-by-the-registrar-of-companies-rp02a	2014-09-17T00:00:00.000+00:00	Published
court-funds-manage-a-childs-fund-pre-investment-hearing	2011-12-02T00:00:00.000+00:00	Published
lost-or-destroyed-deeds-statement-of-truth-st3	2015-08-03T06:00:24.000+01:00	Advice as to the completion of the form has been added.
lost-or-destroyed-deeds-statement-of-truth-st3	2012-10-24T00:00:00.000+01:00	Added translation
inheritance-tax-non-interest-in-possession-settlements-principal-charge-ten-year-anniversary-iht100d	2014-04-04T00:00:00.000+00:00	Published
inheritance-tax-claim-for-relief-loss-on-sale-of-land-iht38	2014-04-04T00:00:00.000+00:00	Published
built-up-vehicle-inspection-report	2014-02-11T10:27:45.000+00:00	Amended the DVLA logo, added the marketing message and removal of 'Place of inspection'.
built-up-vehicle-inspection-report	2011-11-01T00:00:00.000+00:00	First published.
statutory-maternity-pay-record-sheet-smp2	2015-04-06T00:00:10.000+01:00	An updated form SMP2 for employers to record details of an employee's Statutory Maternity Pay has been published.
statutory-maternity-pay-record-sheet-smp2	2014-04-04T00:00:00.000+01:00	First published.
crm1-collect-client-details-in-legal-aid-cases	2012-04-01T00:00:00.000+00:00	Published
application-for-uk-visa-as-tier-1-entrepreneur	2014-11-06T00:00:12.000+00:00	Updated guidance.
application-for-uk-visa-as-tier-1-entrepreneur	2014-04-06T00:02:38.000+01:00	A new version of this form has been published for use on or after 6 April 2014.
application-for-uk-visa-as-tier-1-entrepreneur	2012-06-01T01:00:00.000+01:00	First published.
national-insurance-application-for-deferment-of-payment-of-class-1-national-insurance-contributions-ca72a	2017-01-31T00:15:08.000+00:00	The 2017 to 2018 version of form CA72A and notes have been added to this page.
national-insurance-application-for-deferment-of-payment-of-class-1-national-insurance-contributions-ca72a	2016-04-13T09:51:31.000+01:00	The 2016 to 2017 version of form CA72A and notes have been added to this page.
national-insurance-application-for-deferment-of-payment-of-class-1-national-insurance-contributions-ca72a	2015-11-30T16:27:07.000+00:00	An online service is now available.
national-insurance-application-for-deferment-of-payment-of-class-1-national-insurance-contributions-ca72a	2014-04-04T01:00:00.000+01:00	First published.
dr1-online-confidential-medical-information	2017-02-24T10:13:47.000+00:00	Updated version
dr1-online-confidential-medical-information	2013-06-24T09:23:22.000+01:00	The numbering / lettering has been corrected at question 1a-i.
dr1-online-confidential-medical-information	2013-06-18T09:11:03.000+01:00	Changes have been made at question 3 and the return form has also been updated, page numbers added to all pages.
dr1-online-confidential-medical-information	2012-04-01T01:00:00.000+01:00	First published.
marriage-certificate-application-form	2012-10-24T00:00:00.000+00:00	Published
national-insurance-certificate-of-continuing-liability-working-abroad-ca9107	2017-01-12T16:06:25.000+00:00	Agent apply online (sign in or setup a Government Gateway account) link added to the page.
national-insurance-certificate-of-continuing-liability-working-abroad-ca9107	2014-04-04T01:00:00.000+01:00	First published.
statement-of-capital-when-reducing-capital-in-a-company-sh19	2016-06-30T00:33:36.000+01:00	Form version 5
statement-of-capital-when-reducing-capital-in-a-company-sh19	2010-05-01T00:00:00.000+01:00	First published.
import-and-export-application-for-approved-exporter-status-c1454	2016-07-01T15:17:41.000+01:00	An online forms service is now available.
import-and-export-application-for-approved-exporter-status-c1454	2014-09-05T01:00:00.000+01:00	First published.
immigration-clr-disbursement-limit-extension-review-of-refusal	2017-02-08T12:22:33.000+00:00	CW3C IMM: Graduated Fee Scheme - application for extension of Disbursement Limit (Electronic version) form updated.
immigration-clr-disbursement-limit-extension-review-of-refusal	2016-09-23T14:39:40.000+01:00	CW3c - IMM updated.
immigration-clr-disbursement-limit-extension-review-of-refusal	2015-10-26T14:23:23.000+00:00	Updated to include 'CW3A & B' and 'CW3C' checklists.
immigration-clr-disbursement-limit-extension-review-of-refusal	2015-06-26T11:22:02.000+01:00	CW3C IMM electronic form published.
immigration-clr-disbursement-limit-extension-review-of-refusal	2015-03-10T12:00:16.000+00:00	New version of CW3C (IMM) published.
immigration-clr-disbursement-limit-extension-review-of-refusal	2013-07-01T00:00:00.000+01:00	First published.
endangered-species-application-for-import-and-export-permit	2014-10-01T14:57:34.000+01:00	AHVLA documents have been re-assigned to the new Animal and Plant Health Agency (APHA).
endangered-species-application-for-import-and-export-permit	2008-03-07T00:00:00.000+00:00	First published.
dbs-certificate-disputes-and-fingerprint-consent-forms-and-guidance-af14-af15	2014-03-21T10:24:34.000+00:00	Updated the address details on the disputes form.
dbs-certificate-disputes-and-fingerprint-consent-forms-and-guidance-af14-af15	2012-11-08T00:00:00.000+00:00	First published.
application-to-use-herbicides-in-or-near-water	2010-02-26T00:00:00.000+00:00	Published
paye-expat-starter-checklist	2016-07-12T13:20:27.000+01:00	An updated version of the 'Expat Starter Checklist' has been added to the page, including a printable version.
paye-expat-starter-checklist	2014-05-29T01:00:00.000+01:00	First published.
applying-to-waive-disqualification-early-years-and-childcare-providers	2015-12-07T09:30:00.000+00:00	Published today: waiver application forms.
applying-to-waive-disqualification-early-years-and-childcare-providers	2015-06-10T15:13:30.000+01:00	Updated for address of First-tier Tribunal on page 8.
applying-to-waive-disqualification-early-years-and-childcare-providers	2015-06-02T11:01:06.000+01:00	Guidance updated to reflect current legal requirements about spent convictions under the Rehabilitation of Offenders Act, and to cover a new offence which prevents subject access requests for criminal records.
applying-to-waive-disqualification-early-years-and-childcare-providers	2014-09-18T01:00:00.000+01:00	First published.
application-form-to-remove-the-incorrect-fathers-details-from-a-birth-registration	2013-04-01T00:00:00.000+00:00	Published
charities-community-amateur-sports-club-registration-form-casc-a1	2016-03-18T12:53:11.000+00:00	An online service is now available.
charities-community-amateur-sports-club-registration-form-casc-a1	2016-02-09T13:52:14.000+00:00	Guidance on how to complete form CASC(A1) Community Amateur Sports Club Registration has been added to the page and the return address has been updated on the CASC(A1) form.
charities-community-amateur-sports-club-registration-form-casc-a1	2014-04-04T01:00:00.000+01:00	First published.
construction-industry-scheme-individual-registration-for-gross-payment-cis302	2016-02-09T15:46:59.000+00:00	Copy of the CIS302 Notes now available in Welsh
construction-industry-scheme-individual-registration-for-gross-payment-cis302	2016-01-15T09:32:09.000+00:00	Welsh translation and welsh iform CIS302 has been added to this page.
construction-industry-scheme-individual-registration-for-gross-payment-cis302	2014-11-21T13:34:41.000+00:00	Individual registration for gross payment (CIS302 Notes) added.
construction-industry-scheme-individual-registration-for-gross-payment-cis302	2009-08-27T00:00:00.000+01:00	First published.
academy-and-free-school-funding-agreements-multi-academy-trust	2016-05-11T16:01:08.000+01:00	Added a clause about coasting schools to 'Special academy and free school model supplemental funding agreement: multi-academy trusts' and 'Alternative provision academy and free school model supplemental funding agreement: multi-academy trusts' documents.
academy-and-free-school-funding-agreements-multi-academy-trust	2016-04-08T11:49:53.000+01:00	Added April 2016 version of the 'mainstream academy and free school model supplemental funding agreement: single academy trusts' document.
academy-and-free-school-funding-agreements-multi-academy-trust	2015-09-10T10:56:45.000+01:00	Updated clause information in the 'mainstream academy and free school model supplemental funding agreement: multi-academy trusts' document.
academy-and-free-school-funding-agreements-multi-academy-trust	2015-03-18T16:53:00.000+00:00	First published.
inheritance-tax-debts-owed-by-the-deceased-iht419	2014-04-04T00:00:00.000+00:00	Published
form-for-tier-4-priority-applications	2016-03-18T00:00:00.000+00:00	Published
application-for-adr-road-vehicle-certification-adr-iii	2016-06-22T12:05:56.000+01:00	Published updated carriage of dangerous goods application form.
application-for-adr-road-vehicle-certification-adr-iii	2013-10-28T10:53:49.000+00:00	The ADRIII form has been updated to incorporate ADR Accord changes to ADR and to take into account that a new form ADRIII(S) is to be used for subsequent ADR tests. The new form has also been added.
application-for-adr-road-vehicle-certification-adr-iii	2013-06-13T14:28:01.000+01:00	Updated with renamed April 2012 version of the ADR III form.
application-for-adr-road-vehicle-certification-adr-iii	2013-06-13T14:28:00.000+01:00	First published.
bp1-online-confidential-medical-information	2017-02-07T09:53:41.000+00:00	Updated pdf
bp1-online-confidential-medical-information	2012-04-01T01:00:00.000+01:00	First published.
application-for-an-interim-licence-or-interim-direction-int1	2016-09-29T08:00:22.000+01:00	Form updated with new payment instructions.
application-for-an-interim-licence-or-interim-direction-int1	2011-10-13T14:14:00.000+01:00	First published.
vat-notification-of-insolvency-details-vat769	2017-05-15T15:20:40.000+01:00	This guidance has been updated to show a new address for sending completed notification for Members voluntary liquidations.
vat-notification-of-insolvency-details-vat769	2016-05-26T11:01:36.000+01:00	Welsh translation added to the page.
vat-notification-of-insolvency-details-vat769	2015-03-26T09:54:24.000+00:00	Addresses for sending completed notification have been amended.
vat-notification-of-insolvency-details-vat769	2014-09-08T01:00:00.000+01:00	First published.
notify-ofsted-of-an-incident-form-for-childrens-social-care-providers	2015-03-27T15:57:29.000+00:00	Published today: forms for children's homes and secure children's homes for use from 1 April 2015.
notify-ofsted-of-an-incident-form-for-childrens-social-care-providers	2014-03-29T00:00:00.000+00:00	First published.
notify-the-change-of-companys-objects-cc04	2010-05-03T00:00:00.000+00:00	Published
uk-cni-pack	2015-08-10T00:00:00.000+00:00	Published
application-for-a-standard-or-large-bus-permit-psv372	2016-09-29T08:00:16.000+01:00	Form updated with new payment instructions.
application-for-a-standard-or-large-bus-permit-psv372	2010-05-25T09:30:00.000+01:00	First published.
inf34-taxing-historic-vehicles	2017-04-01T00:15:52.000+01:00	Information updated for 1 April 2017.
inf34-taxing-historic-vehicles	2016-04-06T09:12:31.000+01:00	Latest version of the INF34 guidance leaflet added.
inf34-taxing-historic-vehicles	2015-12-04T09:31:56.000+00:00	Updated version of the INF34 added.
inf34-taxing-historic-vehicles	2015-04-01T08:56:45.000+01:00	New tax rates from 1 April 2015
inf34-taxing-historic-vehicles	2014-10-01T00:30:39.000+01:00	Amended document to include abolition of the tax disc changes.
inf34-taxing-historic-vehicles	2014-06-24T11:37:10.000+01:00	New version of the INF34 published.
inf34-taxing-historic-vehicles	2014-04-11T09:45:00.000+01:00	First published.
application-to-register-an-international-trade-mark	2017-02-10T14:21:25.000+00:00	Amended MM2 form updated.
application-to-register-an-international-trade-mark	2017-02-03T10:21:12.000+00:00	MM2 form updated.
application-to-register-an-international-trade-mark	2016-09-26T09:00:06.000+01:00	Amended form MM2 added.
application-to-register-an-international-trade-mark	2015-09-28T10:53:00.000+01:00	First published.
application-to-tax-a-heavy-goods-vehicle-hgv	2017-04-21T14:28:46.000+01:00	PDF updated
application-to-tax-a-heavy-goods-vehicle-hgv	2016-11-22T11:51:06.000+00:00	Added translation
application-to-tax-a-heavy-goods-vehicle-hgv	2016-11-17T15:56:48.000+00:00	English PDF updated.
application-to-tax-a-heavy-goods-vehicle-hgv	2014-10-01T14:06:48.000+01:00	Updated version of the V85 published.
application-to-tax-a-heavy-goods-vehicle-hgv	2014-07-22T07:18:51.000+01:00	Update due to the centralisation of Northern Ireland vehicle services
application-to-tax-a-heavy-goods-vehicle-hgv	2014-04-01T11:58:11.000+01:00	Updated version of the V85 form.
application-to-tax-a-heavy-goods-vehicle-hgv	2013-07-01T14:13:24.000+01:00	New version of the V85 form.
application-to-tax-a-heavy-goods-vehicle-hgv	1997-11-30T23:58:00.000+00:00	First published.
oisc-application-for-regulation	2016-04-01T00:00:22.000+01:00	Form updated.
oisc-application-for-regulation	2014-11-17T01:01:17.000+00:00	Amended form and guidance notes
oisc-application-for-regulation	2014-07-09T10:13:00.000+01:00	First published.
vat-application-to-join-the-annual-accounting-scheme-vat600aa	2016-11-03T12:49:45.000+00:00	An online forms service is now available.
vat-application-to-join-the-annual-accounting-scheme-vat600aa	2015-04-16T16:25:06.000+01:00	Welsh version of the form VAT600AA has been added to this page.
vat-application-to-join-the-annual-accounting-scheme-vat600aa	2014-09-08T01:00:00.000+01:00	Added translation
fuel-duty-tax-return-by-an-approved-trader-in-mineral-oils-for-certain-uses-ho34	2016-05-16T14:15:47.000+01:00	An online forms service is now available.
fuel-duty-tax-return-by-an-approved-trader-in-mineral-oils-for-certain-uses-ho34	2014-10-06T01:00:00.000+01:00	First published.
self-assessment-tax-return-for-trustees-of-registered-pension-schemes-sa970	2017-04-06T00:45:16.000+01:00	The form and notes have been added for tax year 2016 to 2017.
self-assessment-tax-return-for-trustees-of-registered-pension-schemes-sa970	2016-04-06T00:15:36.000+01:00	Rates, allowances and duties have been updated for the tax year 2016 to 2017.
self-assessment-tax-return-for-trustees-of-registered-pension-schemes-sa970	2015-04-06T00:30:53.000+01:00	The 2015 to 2016 form has been added to this page.
self-assessment-tax-return-for-trustees-of-registered-pension-schemes-sa970	2014-04-04T01:00:00.000+01:00	First published.
strike-off-application-by-limited-liability-partnership-ll-ds01	2010-05-03T00:00:00.000+00:00	Published
end-user-undertaking-euu-form	2017-01-24T13:29:59.000+00:00	Added Word version of this document.
end-user-undertaking-euu-form	2012-07-01T01:00:00.000+01:00	First published.
application-to-register-or-give-notice-of-rights	2016-10-01T00:15:05.000+01:00	Amended form and schedule form added.
application-to-register-or-give-notice-of-rights	2014-04-29T11:58:00.000+01:00	First published.
object-to-registration-of-a-lasting-power-of-attorney	2017-01-24T15:50:33.000+00:00	Added translation
object-to-registration-of-a-lasting-power-of-attorney	2016-12-06T15:42:38.000+00:00	Added translation
object-to-registration-of-a-lasting-power-of-attorney	2016-11-17T15:03:19.000+00:00	Added translation
object-to-registration-of-a-lasting-power-of-attorney	2014-12-09T11:06:05.000+00:00	Added form to object to an enduring power of attorney
object-to-registration-of-a-lasting-power-of-attorney	2014-03-10T11:48:41.000+00:00	Clarified who could use each form to object to registration of a lasting power of attorney
object-to-registration-of-a-lasting-power-of-attorney	2013-10-18T19:25:54.000+01:00	Removed COP8 application pack and replaced it with link to relevant page on HM Courts and Tribunals Service website.
object-to-registration-of-a-lasting-power-of-attorney	2013-09-30T17:00:00.000+01:00	Replaced forms LPA006, LPA007, LPA008 to remove minor guidance about statutory waiting period.
object-to-registration-of-a-lasting-power-of-attorney	2013-06-24T18:17:00.000+01:00	First published.
upgrading-of-title-application-ut1	2016-01-11T06:00:40.000+00:00	We have added a side note to panel 7 as a result of a change in our procedures. From 11 January 2016 we will change how we send warning of cancellation letters and what they contain.
upgrading-of-title-application-ut1	2015-08-03T06:00:22.000+01:00	Advice as to the completion of the form has been added.
upgrading-of-title-application-ut1	2012-10-24T00:00:00.000+01:00	Added translation
mariners-national-insurance-questionnaire	2015-04-21T14:04:12.000+01:00	Postal address for written correspondence to the Marine National Insurance Contributions unit has changed.
mariners-national-insurance-questionnaire	2014-01-01T00:00:00.000+00:00	First published.
notify-a-sale-or-transfer-of-treasury-shares-sh04	2014-10-07T00:00:00.000+00:00	Published
official-search-with-priority-whole-title-os1	2015-08-03T06:00:26.000+01:00	Advice as to the completion of the form has been added
official-search-with-priority-whole-title-os1	2013-10-31T00:00:00.000+00:00	Added translation
individual-vehicle-approval-iva-ih	2017-04-24T16:29:31.000+01:00	Updated form and guidance notes for Individual Vehicle Approval (IVA) for lorries or goods vehicles.
individual-vehicle-approval-iva-ih	2017-02-13T10:57:04.000+00:00	Updated form and guidance notes.
individual-vehicle-approval-iva-ih	2016-08-11T12:47:13.000+01:00	Updated application form and guidance notes.
individual-vehicle-approval-iva-ih	2016-01-02T08:00:06.000+00:00	Updated application form and guidance notes.
individual-vehicle-approval-iva-ih	2014-04-17T15:23:54.000+01:00	A new version of the form has now been published which includes details of payment options.
individual-vehicle-approval-iva-ih	2014-02-05T08:51:01.000+00:00	Version 7.3 of the form has now been published.
individual-vehicle-approval-iva-ih	2013-04-15T10:27:00.000+01:00	First published.
forms	2014-11-06T14:51:21.000+00:00	Removed the '14 day observation form' and the 'customer complaint template form' as these are not longer in use.
forms	2013-11-22T10:33:11.000+00:00	Added revised customer guides as team has changed from DIO Operations Accommodation to DIO Service Delivery (SD) Accommodation.
forms	2013-08-02T09:52:08.000+01:00	Added updated customer complaints form
forms	2009-08-07T01:00:00.000+01:00	First published.
court-funds-request-for-deposit	2014-08-04T00:00:00.000+00:00	Published
share-schemes-enterprise-management-incentives-emi40	2016-04-05T12:02:18.000+01:00	Enterprise Management Incentives end of year template and guidance notes for 2014 to 2015 have been remove. A new link to the end of year template and guidance notes has been provided.
share-schemes-enterprise-management-incentives-emi40	2016-02-29T15:28:11.000+00:00	2014 to 2015 template and guidance notes added to the page.
share-schemes-enterprise-management-incentives-emi40	2014-01-03T00:00:00.000+00:00	First published.
new-adviser-application-and-competence-statement	2016-04-01T00:00:22.000+01:00	Form updated.
new-adviser-application-and-competence-statement	2014-11-17T01:01:15.000+00:00	Amended new adviser application form.
new-adviser-application-and-competence-statement	2014-07-09T10:10:00.000+01:00	First published.
employment-intermediaries-report-template	2016-10-03T14:51:07.000+01:00	Updated content in format and layout section for using a fresh template for each report submitted.
employment-intermediaries-report-template	2015-08-06T14:34:00.000+01:00	The guide and templates (help text in columns L and O) have been updated following user feedback. Previously downloaded versions of the templates will continue to work with the service.
employment-intermediaries-report-template	2015-08-03T14:00:09.000+01:00	The guide and templates (help text in columns P and Y) have been updated because of new formatting rules for decimal places and Companies House registration numbers following user feedback. Previously downloaded versions of the templates will continue to work with the new formatting rules.
employment-intermediaries-report-template	2015-07-27T11:23:52.000+01:00	Clarification has been added for employment intermediaries of which version of the report template to use depending on the spreadsheet software used.
employment-intermediaries-report-template	2015-06-03T15:36:19.000+01:00	Updated content based on user’s feedback to make things clearer, and added a link to the summary of responses from the draft regulation consultation.
employment-intermediaries-report-template	2015-02-12T14:50:00.000+00:00	First published.
inheritance-tax-foreign-assets-iht417	2014-04-04T00:00:00.000+00:00	Published
application-for-an-environmental-permit-part-b65-discharging-up-to-15m3-a-day-into-ground-or-up-to-20m3-a-day-to-surface-water	2015-06-17T12:14:25.000+01:00	Form and form guidance updated.
application-for-an-environmental-permit-part-b65-discharging-up-to-15m3-a-day-into-ground-or-up-to-20m3-a-day-to-surface-water	2013-02-14T00:00:00.000+00:00	First published.
apply-for-an-inheritance-tax-reference-after-a-chargeable-event-iht122	2017-05-08T10:16:08.000+01:00	A Welsh language version of the IHT122 form is now available.
apply-for-an-inheritance-tax-reference-after-a-chargeable-event-iht122	2017-04-06T00:30:00.000+01:00	First published.
get-medical-proof-of-domestic-violence	2016-04-25T00:15:03.000+01:00	Sample letter updated.
get-medical-proof-of-domestic-violence	2014-12-14T00:00:00.000+00:00	First published.
hgv-tachograph-exemption-declaration-form	2013-07-19T00:00:00.000+00:00	Published
non-resident-landord-application-by-uk-letting-agents-registering-with-hmrc-non-resident-landlords-scheme-nrl4i	2015-12-22T08:18:20.000+00:00	An online service is now available.
non-resident-landord-application-by-uk-letting-agents-registering-with-hmrc-non-resident-landlords-scheme-nrl4i	2014-04-30T01:00:00.000+01:00	First published.
fair-rent-forms	2016-08-02T09:31:38.000+01:00	An address has been added to state where the completed form should be sent.
fair-rent-forms	2015-10-22T11:05:59.000+01:00	Further information added to the Details.
fair-rent-forms	2011-08-01T09:30:00.000+01:00	First published.
vat-application-for-registration-distance-selling-vat1a	2016-01-20T09:33:33.000+00:00	VAT1A and VAT1A notes have been merged. Attached new PDF.
vat-application-for-registration-distance-selling-vat1a	2014-04-04T01:00:00.000+01:00	Added translation
paye-apply-for-a-section-690-or-informal-treaty-direction-s690	2017-01-12T16:06:53.000+00:00	Agent apply online (sign in or setup a Government Gateway account) link added to the page.
paye-apply-for-a-section-690-or-informal-treaty-direction-s690	2016-11-21T09:46:00.000+00:00	First published.
civ-means-1-financial-assessment-form-not-passported	2013-04-01T00:00:00.000+00:00	Published
great-crested-newts-apply-for-a-mitigation-licence	2015-12-14T10:03:20.000+00:00	New great crested newt method statement added.
great-crested-newts-apply-for-a-mitigation-licence	2015-10-21T09:38:54.000+01:00	Added licence application and modification checklists to Detail section.
great-crested-newts-apply-for-a-mitigation-licence	2015-07-16T15:31:41.000+01:00	Replaced great crested newt application form A14 with revised version.
great-crested-newts-apply-for-a-mitigation-licence	2015-04-01T16:51:18.000+01:00	Added updated version of the application form.
great-crested-newts-apply-for-a-mitigation-licence	2014-10-06T17:44:00.000+01:00	First published.
jointly-owned-property-trust-registration-jo	2015-08-03T06:00:23.000+01:00	Advice as to the completion of the form has been added
jointly-owned-property-trust-registration-jo	2012-10-15T00:00:00.000+01:00	Added translation
compliance-checks-temporary-authorisation-comp1	2015-04-08T08:58:00.000+01:00	Welsh version of form COMP1 added to the page.
